"","country","country_group","age_pr","household_income","trust_president","satisfaction_economy"
"26526","Kosovo","Other",40,200,4,2
"26527","Kosovo","Other",35,450,3,3
"26528","Kosovo","Other",75,425,2,1
"26529","Kosovo","Other",22,300,3,1
"26530","Kosovo","Other",55,500,4,3
"26531","Kosovo","Other",21,170,1,1
"26532","Kosovo","Other",53,450,2,3
"26533","Kosovo","Other",83,700,3,4
"26534","Kosovo","Other",35,200,3,2
"26535","Kosovo","Other",49,280,3,2
"26536","Kosovo","Other",42,800,1,2
"26537","Kosovo","Other",20,230,1,1
"26538","Kosovo","Other",49,500,1,1
"26539","Kosovo","Other",82,400,1,1
"26540","Kosovo","Other",50,800,1,1
"26541","Kosovo","Other",24,1200,1,1
"26542","Kosovo","Other",44,800,1,2
"26543","Kosovo","Other",48,800,1,2
"26544","Kosovo","Other",21,500,1,1
"26545","Kosovo","Other",21,300,1,1
"26546","Kosovo","Other",29,420,1,1
"26547","Kosovo","Other",54,500,2,2
"26548","Kosovo","Other",48,2000,1,1
"26549","Kosovo","Other",35,600,2,1
"26550","Kosovo","Other",54,700,1,1
"26551","Kosovo","Other",40,500,1,1
"26552","Kosovo","Other",51,200,1,1
"26553","Kosovo","Other",66,1250,1,3
"26554","Kosovo","Other",20,750,1,1
"26555","Kosovo","Other",22,1000,1,1
"26556","Kosovo","Other",30,2000,3,3
"26557","Kosovo","Other",83,300,1,2
"26558","Kosovo","Other",28,700,NA,3
"26559","Kosovo","Other",51,3500,4,2
"26560","Kosovo","Other",37,175,2,2
"26561","Kosovo","Other",42,700,4,3
"26562","Kosovo","Other",42,500,1,2
"26563","Kosovo","Other",28,1500,4,3
"26564","Kosovo","Other",58,800,1,2
"26565","Kosovo","Other",47,500,3,2
"26566","Kosovo","Other",65,100,2,3
"26567","Kosovo","Other",65,1200,2,2
"26568","Kosovo","Other",32,3000,3,3
"26569","Kosovo","Other",32,375,2,2
"26570","Kosovo","Other",71,275,3,3
"26571","Kosovo","Other",59,2700,4,4
"26572","Kosovo","Other",64,200,4,3
"26573","Kosovo","Other",24,600,3,2
"26574","Kosovo","Other",45,500,2,2
"26575","Kosovo","Other",35,200,1,1
"26576","Kosovo","Other",64,400,NA,3
"26577","Kosovo","Other",24,200,4,2
"26578","Kosovo","Other",46,NA,1,4
"26579","Kosovo","Other",40,300,3,3
"26580","Kosovo","Other",53,550,4,3
"26581","Kosovo","Other",39,400,3,3
"26582","Kosovo","Other",44,700,3,2
"26583","Kosovo","Other",31,450,NA,2
"26584","Kosovo","Other",46,350,4,2
"26585","Kosovo","Other",36,500,4,2
"26586","Kosovo","Other",50,NA,4,4
"26587","Kosovo","Other",36,150,4,3
"26588","Kosovo","Other",48,700,4,3
"26589","Kosovo","Other",60,200,NA,NA
"26590","Kosovo","Other",62,650,3,3
"26591","Kosovo","Other",43,200,1,2
"26592","Kosovo","Other",55,400,2,3
"26593","Kosovo","Other",19,720,2,4
"26594","Kosovo","Other",66,540,2,3
"26595","Kosovo","Other",44,800,3,3
"26596","Kosovo","Other",34,200,1,2
"26597","Kosovo","Other",27,800,1,2
"26598","Kosovo","Other",30,450,2,3
"26599","Kosovo","Other",42,400,2,2
"26600","Kosovo","Other",50,300,2,2
"26601","Kosovo","Other",48,NA,2,2
"26602","Kosovo","Other",38,500,2,3
"26603","Kosovo","Other",51,170,1,3
"26604","Kosovo","Other",67,1000,2,4
"26605","Kosovo","Other",45,250,2,3
"26606","Kosovo","Other",18,700,2,2
"26607","Kosovo","Other",22,200,2,2
"26608","Kosovo","Other",30,440,1,2
"26609","Kosovo","Other",19,NA,1,2
"26610","Kosovo","Other",55,200,2,1
"26611","Kosovo","Other",64,350,2,3
"26612","Kosovo","Other",35,340,2,3
"26613","Kosovo","Other",44,300,2,4
"26614","Kosovo","Other",18,250,4,3
"26615","Kosovo","Other",56,350,2,4
"26616","Kosovo","Other",21,250,2,3
"26617","Kosovo","Other",63,400,3,2
"26618","Kosovo","Other",34,500,2,1
"26619","Kosovo","Other",67,1500,4,4
"26620","Kosovo","Other",25,400,4,4
"26621","Kosovo","Other",36,300,2,4
"26622","Kosovo","Other",39,500,3,3
"26623","Kosovo","Other",74,500,5,4
"26624","Kosovo","Other",28,300,3,3
"26625","Kosovo","Other",73,NA,3,4
"26626","Kosovo","Other",67,1000,4,4
"26627","Kosovo","Other",63,300,1,2
"26628","Kosovo","Other",39,NA,1,1
"26629","Kosovo","Other",22,NA,2,4
"26630","Kosovo","Other",49,900,1,4
"26631","Kosovo","Other",22,500,1,2
"26632","Kosovo","Other",73,75,3,1
"26633","Kosovo","Other",75,600,2,4
"26634","Kosovo","Other",60,160,2,1
"26635","Kosovo","Other",24,250,1,1
"26636","Kosovo","Other",42,250,2,2
"26637","Kosovo","Other",27,300,1,2
"26638","Kosovo","Other",41,350,1,2
"26639","Kosovo","Other",50,1400,1,2
"26640","Kosovo","Other",65,200,2,2
"26641","Kosovo","Other",69,300,2,4
"26642","Kosovo","Other",36,750,4,2
"26643","Kosovo","Other",26,1300,1,1
"26644","Kosovo","Other",49,400,1,2
"26645","Kosovo","Other",18,1200,2,2
"26646","Kosovo","Other",49,200,1,2
"26647","Kosovo","Other",53,NA,1,4
"26648","Kosovo","Other",31,500,1,2
"26649","Kosovo","Other",22,8000,1,4
"26650","Kosovo","Other",42,1500,3,4
"26651","Kosovo","Other",27,1200,2,4
"26652","Kosovo","Other",39,NA,1,4
"26653","Kosovo","Other",54,450,4,2
"26654","Kosovo","Other",34,500,2,3
"26655","Kosovo","Other",37,500,1,2
"26656","Kosovo","Other",50,1300,2,3
"26657","Kosovo","Other",18,300,2,3
"26658","Kosovo","Other",46,300,1,3
"26659","Kosovo","Other",28,500,1,2
"26660","Kosovo","Other",74,1500,2,4
"26661","Kosovo","Other",40,150,1,2
"26662","Kosovo","Other",36,NA,1,3
"26663","Kosovo","Other",53,380,2,3
"26664","Kosovo","Other",42,700,1,2
"26665","Kosovo","Other",25,300,1,3
"26666","Kosovo","Other",24,300,3,2
"26667","Kosovo","Other",23,400,1,3
"26668","Kosovo","Other",39,1000,1,4
"26669","Kosovo","Other",47,500,1,2
"26670","Kosovo","Other",51,200,1,2
"26671","Kosovo","Other",39,230,2,2
"26672","Kosovo","Other",49,270,3,3
"26673","Kosovo","Other",51,NA,1,2
"26674","Kosovo","Other",25,300,1,2
"26675","Kosovo","Other",18,300,4,4
"26676","Kosovo","Other",49,500,2,3
"26677","Kosovo","Other",51,900,4,4
"26678","Kosovo","Other",37,NA,4,2
"26679","Kosovo","Other",26,400,2,2
"26680","Kosovo","Other",41,800,4,3
"26681","Kosovo","Other",33,350,1,1
"26682","Kosovo","Other",45,500,2,3
"26683","Kosovo","Other",72,350,2,2
"26684","Kosovo","Other",19,600,4,2
"26685","Kosovo","Other",27,350,2,2
"26686","Kosovo","Other",20,500,4,3
"26687","Kosovo","Other",52,220,3,2
"26688","Kosovo","Other",51,500,2,4
"26689","Kosovo","Other",22,700,NA,3
"26690","Kosovo","Other",52,600,2,4
"26691","Kosovo","Other",33,200,5,2
"26692","Kosovo","Other",25,250,4,3
"26693","Kosovo","Other",33,400,5,3
"26694","Kosovo","Other",44,200,5,3
"26695","Kosovo","Other",40,400,4,3
"26696","Kosovo","Other",67,800,4,4
"26697","Kosovo","Other",73,600,4,2
"26698","Kosovo","Other",52,400,2,2
"26699","Kosovo","Other",28,300,2,2
"26700","Kosovo","Other",30,700,2,2
"26701","Kosovo","Other",39,400,2,2
"26702","Kosovo","Other",67,300,5,2
"26703","Kosovo","Other",41,1500,4,3
"26704","Kosovo","Other",19,300,1,3
"26705","Kosovo","Other",21,750,3,3
"26706","Kosovo","Other",37,400,2,3
"26707","Kosovo","Other",33,500,4,4
"26708","Kosovo","Other",47,200,1,2
"26709","Kosovo","Other",34,200,3,2
"26710","Kosovo","Other",40,250,4,3
"26711","Kosovo","Other",52,400,2,3
"26712","Kosovo","Other",43,400,4,2
"26713","Kosovo","Other",43,500,4,3
"26714","Kosovo","Other",38,500,2,2
"26715","Kosovo","Other",26,270,2,3
"26716","Kosovo","Other",80,NA,4,3
"26717","Kosovo","Other",32,450,4,3
"26718","Kosovo","Other",31,NA,5,4
"26719","Kosovo","Other",31,300,4,3
"26720","Kosovo","Other",41,400,3,3
"26721","Kosovo","Other",67,300,4,3
"26722","Kosovo","Other",29,300,3,2
"26723","Kosovo","Other",37,400,2,3
"26724","Kosovo","Other",30,NA,4,3
"26725","Kosovo","Other",32,300,3,2
"26726","Kosovo","Other",26,400,4,1
"26727","Kosovo","Other",71,200,4,2
"26728","Kosovo","Other",38,NA,NA,1
"26729","Kosovo","Other",25,450,2,4
"26730","Kosovo","Other",30,400,4,3
"26731","Kosovo","Other",25,300,1,3
"26732","Kosovo","Other",70,150,3,4
"26733","Kosovo","Other",26,NA,4,4
"26734","Kosovo","Other",53,300,3,3
"26735","Kosovo","Other",29,NA,3,1
"26736","Kosovo","Other",27,NA,3,2
"26737","Kosovo","Other",39,NA,3,3
"26738","Kosovo","Other",20,750,2,3
"26739","Kosovo","Other",49,750,3,3
"26740","Kosovo","Other",45,400,4,2
"26741","Kosovo","Other",58,800,4,4
"26742","Kosovo","Other",50,500,2,3
"26743","Kosovo","Other",44,470,3,3
"26744","Kosovo","Other",27,400,4,3
"26745","Kosovo","Other",50,500,4,4
"26746","Kosovo","Other",60,350,2,2
"26747","Kosovo","Other",45,600,3,3
"26748","Kosovo","Other",19,NA,3,4
"26749","Kosovo","Other",47,400,2,2
"26750","Kosovo","Other",62,NA,3,2
"26751","Kosovo","Other",37,500,2,2
"26752","Kosovo","Other",26,NA,2,2
"26753","Kosovo","Other",38,400,2,3
"26754","Kosovo","Other",44,NA,3,2
"26755","Kosovo","Other",30,350,1,2
"26756","Kosovo","Other",56,400,1,4
"26757","Kosovo","Other",56,350,2,5
"26758","Kosovo","Other",29,500,2,5
"26759","Kosovo","Other",34,550,2,4
"26760","Kosovo","Other",50,500,3,3
"26761","Kosovo","Other",30,600,2,4
"26762","Kosovo","Other",68,100,4,1
"26763","Kosovo","Other",56,450,2,5
"26764","Kosovo","Other",46,400,3,3
"26765","Kosovo","Other",36,500,3,5
"26766","Kosovo","Other",42,350,2,4
"26767","Kosovo","Other",46,500,1,4
"26768","Kosovo","Other",54,400,5,4
"26769","Kosovo","Other",48,450,4,3
"26770","Kosovo","Other",60,600,4,4
"26771","Kosovo","Other",47,500,4,3
"26772","Kosovo","Other",51,NA,4,3
"26773","Kosovo","Other",48,NA,3,3
"26774","Kosovo","Other",28,NA,3,3
"26775","Kosovo","Other",69,NA,3,3
"26776","Kosovo","Other",56,700,5,4
"26777","Kosovo","Other",36,320,1,4
"26778","Kosovo","Other",57,500,1,4
"26779","Kosovo","Other",50,440,1,2
"26780","Kosovo","Other",44,120,4,4
"26781","Kosovo","Other",25,500,3,4
"26782","Kosovo","Other",23,1500,4,5
"26783","Kosovo","Other",55,650,1,4
"26784","Kosovo","Other",46,600,2,4
"26785","Kosovo","Other",18,1500,1,2
"26786","Kosovo","Other",40,270,4,4
"26787","Kosovo","Other",73,75,3,3
"26788","Kosovo","Other",67,210,2,3
"26789","Kosovo","Other",31,175,3,3
"26790","Kosovo","Other",32,150,4,2
"26791","Kosovo","Other",48,500,1,4
"26792","Kosovo","Other",29,250,3,4
"26793","Kosovo","Other",52,560,4,3
"26794","Kosovo","Other",41,400,2,4
"26795","Kosovo","Other",31,500,2,4
"26796","Kosovo","Other",41,NA,3,2
"26797","Kosovo","Other",22,NA,1,4
"26798","Kosovo","Other",20,NA,3,3
"26799","Kosovo","Other",35,NA,1,4
"26800","Kosovo","Other",66,NA,3,4
"26801","Kosovo","Other",56,NA,3,2
"26802","Kosovo","Other",38,170,1,3
"26803","Kosovo","Other",43,300,3,3
"26804","Kosovo","Other",45,NA,3,3
"26805","Kosovo","Other",42,NA,4,4
"26806","Kosovo","Other",24,NA,3,4
"26807","Kosovo","Other",24,350,3,3
"26808","Kosovo","Other",46,NA,3,3
"26809","Kosovo","Other",59,460,3,3
"26810","Kosovo","Other",42,NA,3,3
"26811","Kosovo","Other",54,250,3,3
"26812","Kosovo","Other",67,450,3,4
"26813","Kosovo","Other",23,NA,2,3
"26814","Kosovo","Other",64,220,4,3
"26815","Kosovo","Other",26,NA,3,4
"26816","Kosovo","Other",37,1200,1,4
"26817","Kosovo","Other",61,800,2,4
"26818","Kosovo","Other",25,300,1,2
"26819","Kosovo","Other",48,68,2,4
"26820","Kosovo","Other",22,260,4,4
"26821","Kosovo","Other",35,1000,2,4
"26822","Kosovo","Other",65,660,3,4
"26823","Kosovo","Other",21,320,3,4
"26824","Kosovo","Other",58,300,1,4
"26825","Kosovo","Other",20,300,3,2
"26826","Kosovo","Other",54,270,3,4
"26827","Kosovo","Other",22,400,1,4
"26828","Kosovo","Other",52,640,4,4
"26829","Kosovo","Other",28,1300,2,4
"26830","Kosovo","Other",24,75,1,4
"26831","Kosovo","Other",48,80,2,3
"26832","Kosovo","Other",52,500,2,4
"26833","Kosovo","Other",26,170,1,4
"26834","Kosovo","Other",29,75,3,4
"26835","Kosovo","Other",18,236,3,4
"26836","Kosovo","Other",19,1200,4,4
"26837","Kosovo","Other",31,200,3,5
"26838","Kosovo","Other",34,250,1,4
"26839","Kosovo","Other",52,460,5,1
"26840","Kosovo","Other",57,400,1,1
"26841","Kosovo","Other",53,158,3,1
"26842","Kosovo","Other",42,500,3,5
"26843","Kosovo","Other",25,950,3,1
"26844","Kosovo","Other",24,200,1,1
"26845","Kosovo","Other",22,500,4,1
"26846","Kosovo","Other",41,75,1,1
"26847","Kosovo","Other",45,NA,NA,3
"26848","Kosovo","Other",21,400,2,1
"26849","Kosovo","Other",21,300,1,1
"26850","Kosovo","Other",41,75,1,1
"26851","Kosovo","Other",60,500,4,5
"26852","Kosovo","Other",35,1000,3,5
"26853","Kosovo","Other",18,90,NA,2
"26854","Kosovo","Other",28,NA,4,4
"26855","Kosovo","Other",27,1000,3,3
"26856","Kosovo","Other",32,1000,4,2
"26857","Kosovo","Other",52,360,3,3
"26858","Kosovo","Other",79,75,NA,3
"26859","Kosovo","Other",22,NA,3,4
"26860","Kosovo","Other",69,75,NA,2
"26861","Kosovo","Other",63,75,5,4
"26862","Kosovo","Other",24,350,5,NA
"26863","Kosovo","Other",80,230,NA,4
"26864","Kosovo","Other",50,500,2,3
"26865","Kosovo","Other",55,65,1,2
"26866","Kosovo","Other",27,NA,2,4
"26867","Kosovo","Other",43,900,5,4
"26868","Kosovo","Other",19,610,2,3
"26869","Kosovo","Other",45,170,3,3
"26870","Kosovo","Other",58,NA,3,4
"26871","Kosovo","Other",71,170,4,4
"26872","Kosovo","Other",44,NA,NA,2
"26873","Kosovo","Other",21,NA,3,3
"26874","Kosovo","Other",60,NA,3,3
"26875","Kosovo","Other",18,NA,4,4
"26876","Kosovo","Other",40,500,NA,3
"26877","Kosovo","Other",32,300,3,3
"26878","Kosovo","Other",50,1000,NA,4
"26879","Kosovo","Other",84,1000,NA,3
"26880","Kosovo","Other",43,NA,NA,4
"26881","Kosovo","Other",22,500,NA,4
"26882","Kosovo","Other",24,550,2,3
"26883","Kosovo","Other",41,400,NA,4
"26884","Kosovo","Other",42,600,3,3
"26885","Kosovo","Other",33,250,NA,2
"26886","Kosovo","Other",37,300,NA,3
"26887","Kosovo","Other",45,200,1,2
"26888","Kosovo","Other",42,400,NA,3
"26889","Kosovo","Other",20,1000,NA,4
"26890","Kosovo","Other",36,NA,NA,4
"26891","Kosovo","Other",28,300,NA,3
"26892","Kosovo","Other",54,NA,NA,2
"26893","Kosovo","Other",31,500,NA,4
"26894","Kosovo","Other",34,NA,1,1
"26895","Kosovo","Other",53,300,NA,2
"26896","Kosovo","Other",35,500,4,3
"26897","Kosovo","Other",28,800,2,2
"26898","Kosovo","Other",30,200,2,3
"26899","Kosovo","Other",18,300,1,2
"26900","Kosovo","Other",42,400,1,2
"26901","Kosovo","Other",35,450,1,2
"26902","Kosovo","Other",66,400,1,2
"26903","Kosovo","Other",34,500,2,4
"26904","Kosovo","Other",24,550,1,2
"26905","Kosovo","Other",52,NA,4,4
"26906","Kosovo","Other",53,350,2,2
"26907","Kosovo","Other",20,720,4,1
"26908","Kosovo","Other",39,150,1,2
"26909","Kosovo","Other",25,800,1,4
"26910","Kosovo","Other",71,500,3,4
"26911","Kosovo","Other",53,440,1,3
"26912","Kosovo","Other",31,175,1,2
"26913","Kosovo","Other",51,400,1,2
"26914","Kosovo","Other",82,800,1,4
"26915","Kosovo","Other",37,660,4,1
"26916","Kosovo","Other",61,150,4,4
"26917","Kosovo","Other",35,500,2,3
"26918","Kosovo","Other",45,300,2,4
"26919","Kosovo","Other",38,450,1,3
"26920","Kosovo","Other",56,NA,1,4
"26921","Kosovo","Other",36,120,1,2
"26922","Kosovo","Other",32,400,3,3
"26923","Kosovo","Other",54,200,2,4
"26924","Kosovo","Other",44,700,2,3
"26925","Kosovo","Other",26,300,2,2
"26926","Kosovo","Other",28,2000,2,4
"26927","Kosovo","Other",59,400,2,3
"26928","Kosovo","Other",43,700,2,3
"26929","Kosovo","Other",75,375,4,4
"26930","Kosovo","Other",26,600,4,4
"26931","Kosovo","Other",38,102,3,2
"26932","Kosovo","Other",74,500,2,3
"26933","Kosovo","Other",45,200,3,3
"26934","Kosovo","Other",28,850,4,3
"26935","Kosovo","Other",71,500,4,4
"26936","Kosovo","Other",25,700,4,1
"26937","Kosovo","Other",45,1000,1,1
"26938","Kosovo","Other",23,1000,4,2
"26939","Kosovo","Other",82,500,4,2
"26940","Kosovo","Other",85,100,3,NA
"26941","Kosovo","Other",63,190,4,4
"26942","Kosovo","Other",46,NA,1,1
"26943","Kosovo","Other",80,100,NA,2
"26944","Kosovo","Other",26,350,1,1
"26945","Kosovo","Other",46,NA,3,2
"26946","Kosovo","Other",40,420,3,3
"26947","Kosovo","Other",38,1500,4,3
"26948","Kosovo","Other",37,1000,NA,1
"26949","Kosovo","Other",70,500,1,2
"26950","Kosovo","Other",32,300,4,4
"26951","Kosovo","Other",38,550,1,1
"26952","Kosovo","Other",18,1070,2,2
"26953","Kosovo","Other",35,570,1,1
"26954","Kosovo","Other",55,530,3,1
"26955","Kosovo","Other",50,500,2,1
"26956","Kosovo","Other",68,220,1,1
"26957","Kosovo","Other",53,690,3,3
"26958","Kosovo","Other",81,1370,3,1
"26959","Kosovo","Other",48,980,3,3
"26960","Kosovo","Other",55,800,1,2
"26961","Kosovo","Other",57,350,1,2
"26962","Kosovo","Other",61,830,2,1
"26963","Kosovo","Other",71,410,3,1
"26964","Kosovo","Other",41,620,2,1
"26965","Kosovo","Other",18,1070,3,2
"26966","Kosovo","Other",26,800,1,1
"26967","Kosovo","Other",28,1000,1,1
"26968","Kosovo","Other",57,700,3,2
"26969","Kosovo","Other",32,770,2,3
"26970","Kosovo","Other",73,450,5,1
"26971","Kosovo","Other",33,400,3,4
"26972","Kosovo","Other",67,280,2,2
"26973","Kosovo","Other",48,830,2,3
"26974","Kosovo","Other",28,1250,4,2
"26975","Kosovo","Other",46,460,4,1
"26976","Kosovo","Other",31,350,4,3
"26977","Kosovo","Other",31,220,4,2
"26978","Kosovo","Other",53,190,2,2
"26979","Kosovo","Other",58,700,2,3
"26980","Kosovo","Other",33,650,1,2
"26981","Kosovo","Other",33,620,2,2
"26982","Kosovo","Other",34,500,2,1
"26983","Kosovo","Other",30,600,4,2
"26984","Kosovo","Other",47,350,4,1
"26985","Kosovo","Other",39,600,1,2
"26986","Kosovo","Other",67,350,4,2
"26987","Kosovo","Other",47,350,1,2
"26988","Kosovo","Other",54,790,2,3
"26989","Kosovo","Other",30,550,2,2
"26990","Kosovo","Other",26,420,2,3
"26991","Kosovo","Other",45,NA,2,2
"26992","Kosovo","Other",56,400,2,1
"26993","Kosovo","Other",65,220,2,1
"26994","Kosovo","Other",36,550,1,NA
"26995","Kosovo","Other",55,500,5,3
"26996","Kosovo","Other",32,600,1,1
"26997","Kosovo","Other",23,500,2,1
"26998","Kosovo","Other",28,350,2,2
"26999","Kosovo","Other",40,890,3,2
"27000","Kosovo","Other",73,375,NA,NA
"27001","Kosovo","Other",59,900,NA,1
"27002","Kosovo","Other",63,650,1,2
"27003","Kosovo","Other",21,1300,2,2
"27004","Kosovo","Other",18,750,NA,2
"27005","Kosovo","Other",30,450,2,3
"27006","Kosovo","Other",51,700,NA,3
"27007","Kosovo","Other",27,350,3,NA
"27008","Kosovo","Other",29,400,2,3
"27009","Kosovo","Other",52,300,2,3
"27010","Kosovo","Other",28,750,1,3
"27011","Kosovo","Other",63,150,1,2
"27012","Kosovo","Other",44,620,1,2
"27013","Kosovo","Other",30,600,2,2
"27014","Kosovo","Other",58,800,1,2
"27015","Kosovo","Other",45,550,NA,3
"27016","Kosovo","Other",34,300,3,3
"27017","Kosovo","Other",47,600,3,2
"27018","Kosovo","Other",58,400,3,2
"27019","Kosovo","Other",34,700,3,4
"27020","Kosovo","Other",51,800,3,1
"27021","Kosovo","Other",80,170,3,3
"27022","Kosovo","Other",47,500,4,2
"27023","Kosovo","Other",63,120,1,2
"27024","Kosovo","Other",57,750,2,2
"27025","Kosovo","Other",56,300,3,2
"27026","Kosovo","Other",26,600,3,3
"27027","Kosovo","Other",82,300,NA,2
"27028","Kosovo","Other",82,160,NA,2
"27029","Kosovo","Other",23,550,4,2
"27030","Kosovo","Other",21,120,3,2
"27031","Kosovo","Other",52,120,4,2
"27032","Kosovo","Other",44,350,3,2
"27033","Kosovo","Other",30,300,2,3
"27034","Kosovo","Other",30,700,5,1
"27035","Kosovo","Other",45,300,3,3
"27036","Kosovo","Other",53,500,1,1
"27037","Kosovo","Other",33,500,1,1
"27038","Kosovo","Other",75,500,NA,1
"27039","Kosovo","Other",63,800,1,2
"27040","Kosovo","Other",40,600,NA,4
"27041","Kosovo","Other",34,400,NA,1
"27042","Kosovo","Other",30,560,2,2
"27043","Kosovo","Other",37,740,1,3
"27044","Kosovo","Other",32,150,1,2
"27045","Kosovo","Other",21,1300,NA,1
"27046","Kosovo","Other",47,200,1,1
"27047","Kosovo","Other",63,600,1,1
"27048","Kosovo","Other",49,200,1,1
"27049","Kosovo","Other",85,1200,NA,1
"27050","Kosovo","Other",30,700,1,4
"27051","Kosovo","Other",63,450,1,1
"27052","Kosovo","Other",32,1000,NA,3
"27053","Kosovo","Other",36,500,4,1
"27054","Kosovo","Other",42,400,4,2
"27055","Kosovo","Other",59,200,4,2
"27056","Kosovo","Other",32,800,3,2
"27057","Kosovo","Other",52,400,4,3
"27058","Kosovo","Other",31,500,1,4
"27059","Kosovo","Other",47,500,3,3
"27060","Kosovo","Other",69,700,5,2
"27061","Kosovo","Other",34,300,1,2
"27062","Kosovo","Other",26,400,2,2
"27063","Kosovo","Other",52,900,2,2
"27064","Kosovo","Other",85,200,1,2
"27065","Kosovo","Other",47,200,2,2
"27066","Kosovo","Other",24,600,3,2
"27067","Kosovo","Other",38,700,2,2
"27068","Kosovo","Other",62,120,2,3
"27069","Kosovo","Other",65,250,2,2
"27070","Kosovo","Other",55,50,1,2
"27071","Kosovo","Other",30,400,2,4
"27072","Kosovo","Other",56,900,1,2
"27073","Kosovo","Other",38,800,2,2
"27074","Kosovo","Other",47,350,2,2
"27075","Kosovo","Other",52,100,3,2
"27076","Kosovo","Other",25,240,NA,1
"27077","Kosovo","Other",32,1200,3,2
"27078","Kosovo","Other",34,700,NA,2
"27079","Kosovo","Other",54,800,1,1
"27080","Kosovo","Other",66,800,1,2
"27081","Kosovo","Other",73,250,3,2
"27082","Kosovo","Other",32,700,3,1
"27083","Kosovo","Other",69,230,NA,3
"27084","Kosovo","Other",41,1400,1,2
"27085","Kosovo","Other",73,245,2,2
"27086","Kosovo","Other",59,650,2,1
"27087","Kosovo","Other",35,550,NA,NA
"27088","Kosovo","Other",36,500,NA,2
"27089","Kosovo","Other",28,550,NA,3
"27090","Kosovo","Other",30,600,1,1
"27091","Kosovo","Other",47,450,2,2
"27092","Kosovo","Other",51,550,2,1
"27093","Kosovo","Other",42,550,1,1
"27094","Kosovo","Other",41,450,2,2
"27095","Kosovo","Other",25,500,3,2
"27096","Kyrgyz Rep.","CIS-country",20,15000,4,2
"27097","Kyrgyz Rep.","CIS-country",40,20000,4,2
"27098","Kyrgyz Rep.","CIS-country",60,NA,4,3
"27099","Kyrgyz Rep.","CIS-country",20,17000,2,4
"27100","Kyrgyz Rep.","CIS-country",22,22000,4,3
"27101","Kyrgyz Rep.","CIS-country",47,25000,4,3
"27102","Kyrgyz Rep.","CIS-country",47,30000,4,4
"27103","Kyrgyz Rep.","CIS-country",56,25000,4,2
"27104","Kyrgyz Rep.","CIS-country",72,8000,4,4
"27105","Kyrgyz Rep.","CIS-country",40,15000,3,3
"27106","Kyrgyz Rep.","CIS-country",31,36000,1,2
"27107","Kyrgyz Rep.","CIS-country",61,20000,4,3
"27108","Kyrgyz Rep.","CIS-country",26,17000,4,3
"27109","Kyrgyz Rep.","CIS-country",45,25000,3,3
"27110","Kyrgyz Rep.","CIS-country",27,31000,4,3
"27111","Kyrgyz Rep.","CIS-country",22,25000,4,3
"27112","Kyrgyz Rep.","CIS-country",33,12000,4,4
"27113","Kyrgyz Rep.","CIS-country",42,30000,2,1
"27114","Kyrgyz Rep.","CIS-country",22,30000,5,2
"27115","Kyrgyz Rep.","CIS-country",53,32000,4,3
"27116","Kyrgyz Rep.","CIS-country",50,15000,2,3
"27117","Kyrgyz Rep.","CIS-country",53,35000,2,1
"27118","Kyrgyz Rep.","CIS-country",46,15000,4,3
"27119","Kyrgyz Rep.","CIS-country",30,40000,2,1
"27120","Kyrgyz Rep.","CIS-country",66,9000,2,1
"27121","Kyrgyz Rep.","CIS-country",42,20000,3,3
"27122","Kyrgyz Rep.","CIS-country",45,18000,2,1
"27123","Kyrgyz Rep.","CIS-country",46,50000,3,4
"27124","Kyrgyz Rep.","CIS-country",44,0,3,3
"27125","Kyrgyz Rep.","CIS-country",56,17500,2,1
"27126","Kyrgyz Rep.","CIS-country",38,13000,4,1
"27127","Kyrgyz Rep.","CIS-country",33,18000,4,3
"27128","Kyrgyz Rep.","CIS-country",23,20000,4,2
"27129","Kyrgyz Rep.","CIS-country",50,16000,4,4
"27130","Kyrgyz Rep.","CIS-country",39,NA,4,2
"27131","Kyrgyz Rep.","CIS-country",27,15000,2,3
"27132","Kyrgyz Rep.","CIS-country",50,25000,NA,3
"27133","Kyrgyz Rep.","CIS-country",39,19000,3,2
"27134","Kyrgyz Rep.","CIS-country",38,16000,3,4
"27135","Kyrgyz Rep.","CIS-country",38,20000,3,4
"27136","Kyrgyz Rep.","CIS-country",43,0,4,1
"27137","Kyrgyz Rep.","CIS-country",46,10000,2,2
"27138","Kyrgyz Rep.","CIS-country",59,NA,4,1
"27139","Kyrgyz Rep.","CIS-country",21,11000,2,1
"27140","Kyrgyz Rep.","CIS-country",32,15000,4,1
"27141","Kyrgyz Rep.","CIS-country",23,12000,4,1
"27142","Kyrgyz Rep.","CIS-country",43,15000,5,1
"27143","Kyrgyz Rep.","CIS-country",46,25000,5,1
"27144","Kyrgyz Rep.","CIS-country",46,15000,4,2
"27145","Kyrgyz Rep.","CIS-country",71,10000,4,2
"27146","Kyrgyz Rep.","CIS-country",75,9500,4,2
"27147","Kyrgyz Rep.","CIS-country",30,20000,5,2
"27148","Kyrgyz Rep.","CIS-country",29,14000,5,2
"27149","Kyrgyz Rep.","CIS-country",28,20000,4,2
"27150","Kyrgyz Rep.","CIS-country",20,15000,5,2
"27151","Kyrgyz Rep.","CIS-country",26,30000,4,2
"27152","Kyrgyz Rep.","CIS-country",31,20000,4,2
"27153","Kyrgyz Rep.","CIS-country",35,25000,5,2
"27154","Kyrgyz Rep.","CIS-country",19,20000,5,2
